"trta","saffl","aesoc","aedecod","procedure","factor","measure","unit","denominator"
"Placebo","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","DYSPNOEA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","EMPHYSEMA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","HAEMOPTYSIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","NASAL CONGESTION","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Placebo","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","POSTNASAL DRIP","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RALES","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","ALOPECIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","COLD SWEAT","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","DERMATITIS ATOPIC","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","DRUG ERUPTION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","ERYTHEMA","countdistinct","USUBJID",9,"_NULL_","_NULL_"
"Placebo","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","HYPERHIDROSIS","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Placebo","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","PRURITUS","countdistinct","USUBJID",8,"_NULL_","_NULL_"
"Placebo","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH","countdistinct","USUBJID",5,"_NULL_","_NULL_"
"Placebo","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","SKIN IRRITATION","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Placebo","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","SKIN ULCER","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","SURGICAL AND MEDICAL PROCEDURES","CATARACT OPERATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","SURGICAL AND MEDICAL PROCEDURES","EYE LASER SURGERY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","VASCULAR DISORDERS","HYPERTENSION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","VASCULAR DISORDERS","HYPOTENSION","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Placebo","Y","VASCULAR DISORDERS","ORTHOSTATIC HYPOTENSION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","CARDIAC DISORDERS","ATRIAL FIBRILLATION","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","CARDIAC DISORDERS","ATRIAL FLUTTER","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","CARDIAC DISORDERS","CARDIAC DISORDER","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","CARDIAC DISORDERS","MYOCARDIAL INFARCTION","countdistinct","USUBJID",4,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","CARDIAC DISORDERS","SINUS BRADYCARDIA","countdistinct","USUBJID",8,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","CARDIAC DISORDERS","VENTRICULAR EXTRASYSTOLES","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","CONGENITAL, FAMILIAL AND GENETIC DISORDERS","VENTRICULAR SEPTAL DEFECT","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","EAR AND LABYRINTH DISORDERS","VERTIGO","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","EYE DISORDERS","VISION BLURRED","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GASTROINTESTINAL DISORDERS","ABDOMINAL DISCOMFORT","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GASTROINTESTINAL DISORDERS","DIARRHOEA","countdistinct","USUBJID",4,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GASTROINTESTINAL DISORDERS","DYSPEPSIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GASTROINTESTINAL DISORDERS","GASTROINTESTINAL HAEMORRHAGE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GASTROINTESTINAL DISORDERS","NAUSEA","countdistinct","USUBJID",6,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GASTROINTESTINAL DISORDERS","SALIVARY HYPERSECRETION","countdistinct","USUBJID",4,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GASTROINTESTINAL DISORDERS","STOMACH DISCOMFORT","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GASTROINTESTINAL DISORDERS","VOMITING","countdistinct","USUBJID",7,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS","countdistinct","USUBJID",7,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DISCHARGE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE ERYTHEMA","countdistinct","USUBJID",15,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE IRRITATION","countdistinct","USUBJID",9,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PAIN","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PERSPIRATION","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS","countdistinct","USUBJID",22,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE REACTION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE SWELLING","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE URTICARIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE VESICLES","countdistinct","USUBJID",6,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","ASTHENIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CHEST DISCOMFORT","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CHEST PAIN","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CHILLS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","FATIGUE","countdistinct","USUBJID",5,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","FEELING ABNORMAL","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","FEELING COLD","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","MALAISE","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","OEDEMA PERIPHERAL","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","PAIN","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","PYREXIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","IMMUNE SYSTEM DISORDERS","SEASONAL ALLERGY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INFECTIONS AND INFESTATIONS","CYSTITIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INFECTIONS AND INFESTATIONS","HORDEOLUM","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INFECTIONS AND INFESTATIONS","INFLUENZA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INFECTIONS AND INFESTATIONS","LOWER RESPIRATORY TRACT INFECTION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INFECTIONS AND INFESTATIONS","NASOPHARYNGITIS","countdistinct","USUBJID",6,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INFECTIONS AND INFESTATIONS","RHINITIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INFECTIONS AND INFESTATIONS","UPPER RESPIRATORY TRACT INFECTION","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INFECTIONS AND INFESTATIONS","URINARY TRACT INFECTION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","CONTUSION","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","EXCORIATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","FACIAL BONES FRACTURE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","FALL","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","HIP FRACTURE","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INVESTIGATIONS","BIOPSY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INVESTIGATIONS","BIOPSY PROSTATE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INVESTIGATIONS","BLOOD CHOLESTEROL INCREASED","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INVESTIGATIONS","BLOOD GLUCOSE INCREASED","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INVESTIGATIONS","ELECTROCARDIOGRAM T WAVE INVERSION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","INVESTIGATIONS","WEIGHT DECREASED","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","METABOLISM AND NUTRITION DISORDERS","DECREASED APPETITE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","METABOLISM AND NUTRITION DISORDERS","HYPERCHOLESTEROLAEMIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","METABOLISM AND NUTRITION DISORDERS","INCREASED APPETITE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","ARTHRALGIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","ARTHRITIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","BACK PAIN","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","FLANK PAIN","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","MUSCLE SPASMS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","MYALGIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)","PROSTATE CANCER","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","NERVOUS SYSTEM DISORDERS","AMNESIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","NERVOUS SYSTEM DISORDERS","BURNING SENSATION","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","NERVOUS SYSTEM DISORDERS","COGNITIVE DISORDER","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","NERVOUS SYSTEM DISORDERS","DIZZINESS","countdistinct","USUBJID",12,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","NERVOUS SYSTEM DISORDERS","HEADACHE","countdistinct","USUBJID",6,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","NERVOUS SYSTEM DISORDERS","HYPERSOMNIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","NERVOUS SYSTEM DISORDERS","LETHARGY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","NERVOUS SYSTEM DISORDERS","PARAESTHESIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","NERVOUS SYSTEM DISORDERS","PAROSMIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","NERVOUS SYSTEM DISORDERS","PARTIAL SEIZURES WITH SECONDARY GENERALISATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","NERVOUS SYSTEM DISORDERS","SOMNOLENCE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","NERVOUS SYSTEM DISORDERS","SYNCOPE","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","NERVOUS SYSTEM DISORDERS","SYNCOPE VASOVAGAL","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","NERVOUS SYSTEM DISORDERS","TRANSIENT ISCHAEMIC ATTACK","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","PSYCHIATRIC DISORDERS","AGITATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","PSYCHIATRIC DISORDERS","CONFUSIONAL STATE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","PSYCHIATRIC DISORDERS","DELIRIUM","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","PSYCHIATRIC DISORDERS","DELUSION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","PSYCHIATRIC DISORDERS","DEPRESSED MOOD","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","PSYCHIATRIC DISORDERS","HALLUCINATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","PSYCHIATRIC DISORDERS","HALLUCINATION, VISUAL","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","PSYCHIATRIC DISORDERS","INSOMNIA","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","PSYCHIATRIC DISORDERS","LIBIDO DECREASED","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","PSYCHIATRIC DISORDERS","LISTLESS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","PSYCHIATRIC DISORDERS","NIGHTMARE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","RENAL AND URINARY DISORDERS","CALCULUS URETHRAL","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","RENAL AND URINARY DISORDERS","MICTURITION URGENCY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","RENAL AND URINARY DISORDERS","NEPHROLITHIASIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","REPRODUCTIVE SYSTEM AND BREAST DISORDERS","BENIGN PROSTATIC HYPERPLASIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","ALLERGIC GRANULOMATOUS ANGIITIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","COUGH","countdistinct","USUBJID",5,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","DYSPNOEA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","EPISTAXIS","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","NASAL CONGESTION","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","PHARYNGEAL ERYTHEMA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","PHARYNGOLARYNGEAL PAIN","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","PRODUCTIVE COUGH","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RESPIRATORY TRACT CONGESTION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RHINORRHOEA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","ACTINIC KERATOSIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","BLISTER","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","ERYTHEMA","countdistinct","USUBJID",14,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","HYPERHIDROSIS","countdistinct","USUBJID",8,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","PRURITUS","countdistinct","USUBJID",26,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","PRURITUS GENERALISED","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH","countdistinct","USUBJID",11,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH MACULO-PAPULAR","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH PAPULAR","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH PRURITIC","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","SKIN IRRITATION","countdistinct","USUBJID",5,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","SKIN ODOUR ABNORMAL","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","URTICARIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","SOCIAL CIRCUMSTANCES","ALCOHOL USE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","SURGICAL AND MEDICAL PROCEDURES","ACROCHORDON EXCISION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","SURGICAL AND MEDICAL PROCEDURES","SKIN LESION EXCISION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","VASCULAR DISORDERS","HYPERTENSION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline High Dose","Y","VASCULAR DISORDERS","WOUND HAEMORRHAGE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","CARDIAC DISORDERS","ATRIAL FIBRILLATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","CARDIAC DISORDERS","ATRIAL FLUTTER","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","CARDIAC DISORDERS","MYOCARDIAL INFARCTION","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","CARDIAC DISORDERS","PALPITATIONS","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","CARDIAC DISORDERS","SINUS BRADYCARDIA","countdistinct","USUBJID",7,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","CARDIAC DISORDERS","SUPRAVENTRICULAR TACHYCARDIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","CARDIAC DISORDERS","VENTRICULAR EXTRASYSTOLES","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","CARDIAC DISORDERS","WOLFF-PARKINSON-WHITE SYNDROME","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","CONGENITAL, FAMILIAL AND GENETIC DISORDERS","VENTRICULAR SEPTAL DEFECT","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","EAR AND LABYRINTH DISORDERS","CERUMEN IMPACTION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","EAR AND LABYRINTH DISORDERS","TINNITUS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","EAR AND LABYRINTH DISORDERS","VERTIGO","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","EYE DISORDERS","CONJUNCTIVAL HAEMORRHAGE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","EYE DISORDERS","VISION BLURRED","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GASTROINTESTINAL DISORDERS","DIARRHOEA","countdistinct","USUBJID",5,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GASTROINTESTINAL DISORDERS","DYSPEPSIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GASTROINTESTINAL DISORDERS","DYSPHAGIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GASTROINTESTINAL DISORDERS","NAUSEA","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GASTROINTESTINAL DISORDERS","RECTAL HAEMORRHAGE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GASTROINTESTINAL DISORDERS","VOMITING","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE BLEEDING","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS","countdistinct","USUBJID",9,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DESQUAMATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DISCOLOURATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
